,question,answer
4.4e-323,What attack techniques are used by software 'S0696: Flagpro'?,"The attack techniques used by software 'S0696: Flagpro' are: 'T1005: Data from Local System', 'T1010: Application Window Discovery', 'T1016: System Network Configuration Discovery', 'T1018: Remote System Discovery', 'T1027: Obfuscated Files or Information', 'T1029: Scheduled Transfer', 'T1033: System Owner/User Discovery', 'T1036: Masquerading', 'T1041: Exfiltration Over C2 Channel', 'T1049: System Network Connections Discovery', 'T1057: Process Discovery', 'T1059.003: Windows Command Shell', 'T1059.005: Visual Basic', 'T1069.001: Local Groups', 'T1070: Indicator Removal', 'T1071.001: Web Protocols', 'T1105: Ingress Tool Transfer', 'T1106: Native API', 'T1132.001: Standard Encoding', 'T1135: Network Share Discovery', 'T1204.002: Malicious File', 'T1547.001: Registry Run Keys / Startup Folder', 'T1566.001: Spearphishing Attachment', 'T1614.001: System Language Discovery'"
4.4e-323,What attack techniques are used by software 'S0143: Flame'?,"The attack techniques used by software 'S0143: Flame' are: 'T1011.001: Exfiltration Over Bluetooth', 'T1091: Replication Through Removable Media', 'T1113: Screen Capture', 'T1123: Audio Capture', 'T1136.001: Local Account', 'T1210: Exploitation of Remote Services', 'T1218.011: Rundll32', 'T1518.001: Security Software Discovery', 'T1547.002: Authentication Package'"
4.4e-323,What attack techniques are used by software 'S0381: FlawedAmmyy'?,"The attack techniques used by software 'S0381: FlawedAmmyy' are: 'T1001: Data Obfuscation', 'T1005: Data from Local System', 'T1033: System Owner/User Discovery', 'T1041: Exfiltration Over C2 Channel', 'T1047: Windows Management Instrumentation', 'T1056.001: Keylogging', 'T1056: Input Capture', 'T1059.001: PowerShell', 'T1059.003: Windows Command Shell', 'T1069.001: Local Groups', 'T1070.004: File Deletion', 'T1071.001: Web Protocols', 'T1082: System Information Discovery', 'T1105: Ingress Tool Transfer', 'T1113: Screen Capture', 'T1115: Clipboard Data', 'T1120: Peripheral Device Discovery', 'T1218.007: Msiexec', 'T1218.011: Rundll32', 'T1518.001: Security Software Discovery', 'T1547.001: Registry Run Keys / Startup Folder', 'T1573.001: Symmetric Cryptography'"
4.4e-323,What attack techniques are used by software 'S0383: FlawedGrace'?,The attack techniques used by software 'S0383: FlawedGrace' are: 'T1027.013: Encrypted/Encoded File'
4.4e-323,What attack techniques are used by software 'S0661: FoggyWeb'?,"The attack techniques used by software 'S0661: FoggyWeb' are: 'T1005: Data from Local System', 'T1027.004: Compile After Delivery', 'T1027.013: Encrypted/Encoded File', 'T1036.005: Match Legitimate Name or Location', 'T1036: Masquerading', 'T1040: Network Sniffing', 'T1041: Exfiltration Over C2 Channel', 'T1057: Process Discovery', 'T1071.001: Web Protocols', 'T1083: File and Directory Discovery', 'T1105: Ingress Tool Transfer', 'T1106: Native API', 'T1129: Shared Modules', 'T1140: Deobfuscate/Decode Files or Information', 'T1550: Use Alternate Authentication Material', 'T1552.004: Private Keys', 'T1560.002: Archive via Library', 'T1560.003: Archive via Custom Method', 'T1573.001: Symmetric Cryptography', 'T1574.001: DLL Search Order Hijacking', 'T1620: Reflective Code Loading'"
4.4e-323,What attack techniques are used by software 'S0193: Forfiles'?,"The attack techniques used by software 'S0193: Forfiles' are: 'T1005: Data from Local System', 'T1083: File and Directory Discovery', 'T1202: Indirect Command Execution'"
4.4e-323,What attack techniques are used by software 'S0503: FrameworkPOS'?,"The attack techniques used by software 'S0503: FrameworkPOS' are: 'T1005: Data from Local System', 'T1048: Exfiltration Over Alternative Protocol', 'T1057: Process Discovery', 'T1074.001: Local Data Staging', 'T1560.003: Archive via Custom Method'"
4.4e-323,What attack techniques are used by software 'S0277: FruitFly'?,"The attack techniques used by software 'S0277: FruitFly' are: 'T1027.010: Command Obfuscation', 'T1057: Process Discovery', 'T1070.004: File Deletion', 'T1083: File and Directory Discovery', 'T1113: Screen Capture', 'T1543.001: Launch Agent', 'T1564.001: Hidden Files and Directories'"
5.4e-323,What attack techniques are used by software 'S1044: FunnyDream'?,"The attack techniques used by software 'S1044: FunnyDream' are: 'T1001: Data Obfuscation', 'T1005: Data from Local System', 'T1010: Application Window Discovery', 'T1012: Query Registry', 'T1016: System Network Configuration Discovery', 'T1018: Remote System Discovery', 'T1025: Data from Removable Media', 'T1027.013: Encrypted/Encoded File', 'T1033: System Owner/User Discovery', 'T1036.004: Masquerade Task or Service', 'T1041: Exfiltration Over C2 Channel', 'T1047: Windows Management Instrumentation', 'T1055.001: Dynamic-link Library Injection', 'T1056.001: Keylogging', 'T1057: Process Discovery', 'T1059.003: Windows Command Shell', 'T1070.004: File Deletion', 'T1070: Indicator Removal', 'T1074.001: Local Data Staging', 'T1082: System Information Discovery', 'T1083: File and Directory Discovery', 'T1090: Proxy', 'T1095: Non-Application Layer Protocol', 'T1105: Ingress Tool Transfer', 'T1106: Native API', 'T1113: Screen Capture', 'T1119: Automated Collection', 'T1120: Peripheral Device Discovery', 'T1124: System Time Discovery', 'T1218.011: Rundll32', 'T1518.001: Security Software Discovery', 'T1543.003: Windows Service', 'T1547.001: Registry Run Keys / Startup Folder', 'T1559.001: Component Object Model', 'T1560.002: Archive via Library', 'T1560.003: Archive via Custom Method', 'T1572: Protocol Tunneling'"
5e-323,What attack techniques are used by software 'S0410: Fysbis'?,"The attack techniques used by software 'S0410: Fysbis' are: 'T1027.013: Encrypted/Encoded File', 'T1036.004: Masquerade Task or Service', 'T1036.005: Match Legitimate Name or Location', 'T1056.001: Keylogging', 'T1057: Process Discovery', 'T1059.004: Unix Shell', 'T1070.004: File Deletion', 'T1082: System Information Discovery', 'T1083: File and Directory Discovery', 'T1132.001: Standard Encoding', 'T1543.002: Systemd Service', 'T1547.013: XDG Autostart Entries'"
5e-323,What attack techniques are used by software 'S1117: GLASSTOKEN'?,"The attack techniques used by software 'S1117: GLASSTOKEN' are: 'T1059.001: PowerShell', 'T1132.001: Standard Encoding', 'T1140: Deobfuscate/Decode Files or Information', 'T1505.003: Web Shell'"
4.4e-323,What attack techniques are used by software 'S0026: GLOOXMAIL'?,The attack techniques used by software 'S0026: GLOOXMAIL' are: 'T1102.002: Bidirectional Communication'
4.4e-323,What attack techniques are used by software 'S0417: GRIFFON'?,"The attack techniques used by software 'S0417: GRIFFON' are: 'T1053.005: Scheduled Task', 'T1059.001: PowerShell', 'T1059.007: JavaScript', 'T1069.002: Domain Groups', 'T1082: System Information Discovery', 'T1113: Screen Capture', 'T1124: System Time Discovery', 'T1547.001: Registry Run Keys / Startup Folder'"
5e-323,What attack techniques are used by software 'S0168: Gazer'?,"The attack techniques used by software 'S0168: Gazer' are: 'T1027.013: Encrypted/Encoded File', 'T1033: System Owner/User Discovery', 'T1053.005: Scheduled Task', 'T1055.003: Thread Execution Hijacking', 'T1055: Process Injection', 'T1070.004: File Deletion', 'T1070.006: Timestomp', 'T1071.001: Web Protocols', 'T1105: Ingress Tool Transfer', 'T1546.002: Screensaver', 'T1547.001: Registry Run Keys / Startup Folder', 'T1547.004: Winlogon Helper DLL', 'T1547.009: Shortcut Modification', 'T1553.002: Code Signing', 'T1564.004: NTFS File Attributes', 'T1573.001: Symmetric Cryptography', 'T1573.002: Asymmetric Cryptography'"
5e-323,What attack techniques are used by software 'S0666: Gelsemium'?,"The attack techniques used by software 'S0666: Gelsemium' are: 'T1005: Data from Local System', 'T1008: Fallback Channels', 'T1012: Query Registry', 'T1027.001: Binary Padding', 'T1027.011: Fileless Storage', 'T1027.013: Encrypted/Encoded File', 'T1033: System Owner/User Discovery', 'T1036.001: Invalid Code Signature', 'T1036.005: Match Legitimate Name or Location', 'T1055.001: Dynamic-link Library Injection', 'T1057: Process Discovery', 'T1059.003: Windows Command Shell', 'T1070.004: File Deletion', 'T1070.006: Timestomp', 'T1071.001: Web Protocols', 'T1071.004: DNS', 'T1082: System Information Discovery', 'T1083: File and Directory Discovery', 'T1095: Non-Application Layer Protocol', 'T1105: Ingress Tool Transfer', 'T1106: Native API', 'T1112: Modify Registry', 'T1134: Access Token Manipulation', 'T1140: Deobfuscate/Decode Files or Information', 'T1497: Virtualization/Sandbox Evasion', 'T1518.001: Security Software Discovery', 'T1543.003: Windows Service', 'T1547.001: Registry Run Keys / Startup Folder', 'T1547.012: Print Processors', 'T1548.002: Bypass User Account Control', 'T1559.001: Component Object Model', 'T1568: Dynamic Resolution', 'T1620: Reflective Code Loading'"
5e-323,What attack techniques are used by software 'S0049: GeminiDuke'?,"The attack techniques used by software 'S0049: GeminiDuke' are: 'T1007: System Service Discovery', 'T1016: System Network Configuration Discovery', 'T1057: Process Discovery', 'T1071.001: Web Protocols', 'T1083: File and Directory Discovery', 'T1087.001: Local Account'"
4.4e-323,What attack techniques are used by software 'S0460: Get2'?,"The attack techniques used by software 'S0460: Get2' are: 'T1033: System Owner/User Discovery', 'T1055.001: Dynamic-link Library Injection', 'T1057: Process Discovery', 'T1059: Command and Scripting Interpreter', 'T1071.001: Web Protocols', 'T1082: System Information Discovery'"
5e-323,What attack techniques are used by software 'S0249: Gold Dragon'?,"The attack techniques used by software 'S0249: Gold Dragon' are: 'T1012: Query Registry', 'T1033: System Owner/User Discovery', 'T1057: Process Discovery', 'T1059.003: Windows Command Shell', 'T1070.004: File Deletion', 'T1071.001: Web Protocols', 'T1074.001: Local Data Staging', 'T1082: System Information Discovery', 'T1083: File and Directory Discovery', 'T1105: Ingress Tool Transfer', 'T1518.001: Security Software Discovery', 'T1547.001: Registry Run Keys / Startup Folder', 'T1560: Archive Collected Data', 'T1562.001: Disable or Modify Tools'"
5e-323,What attack techniques are used by software 'S0597: GoldFinder'?,"The attack techniques used by software 'S0597: GoldFinder' are: 'T1016.001: Internet Connection Discovery', 'T1071.001: Web Protocols', 'T1119: Automated Collection'"
4.4e-323,What attack techniques are used by software 'S0588: GoldMax'?,"The attack techniques used by software 'S0588: GoldMax' are: 'T1001.001: Junk Data', 'T1016: System Network Configuration Discovery', 'T1027.002: Software Packing', 'T1027.013: Encrypted/Encoded File', 'T1036.004: Masquerade Task or Service', 'T1036.005: Match Legitimate Name or Location', 'T1041: Exfiltration Over C2 Channel', 'T1053.003: Cron', 'T1053.005: Scheduled Task', 'T1059.003: Windows Command Shell', 'T1071.001: Web Protocols', 'T1105: Ingress Tool Transfer', 'T1124: System Time Discovery', 'T1140: Deobfuscate/Decode Files or Information', 'T1497.001: System Checks', 'T1497.003: Time Based Evasion', 'T1564.011: Ignore Process Interrupts', 'T1573.002: Asymmetric Cryptography'"
4.4e-323,What attack techniques are used by software 'S0493: GoldenSpy'?,"The attack techniques used by software 'S0493: GoldenSpy' are: 'T1027.013: Encrypted/Encoded File', 'T1036.005: Match Legitimate Name or Location', 'T1041: Exfiltration Over C2 Channel', 'T1059.003: Windows Command Shell', 'T1070.004: File Deletion', 'T1071.001: Web Protocols', 'T1082: System Information Discovery', 'T1083: File and Directory Discovery', 'T1105: Ingress Tool Transfer', 'T1106: Native API', 'T1136.001: Local Account', 'T1195.002: Compromise Software Supply Chain', 'T1497.003: Time Based Evasion', 'T1543.003: Windows Service', 'T1571: Non-Standard Port'"
4.4e-323,What attack techniques are used by software 'S0477: Goopy'?,"The attack techniques used by software 'S0477: Goopy' are: 'T1005: Data from Local System', 'T1027.001: Binary Padding', 'T1027: Obfuscated Files or Information', 'T1033: System Owner/User Discovery', 'T1036.005: Match Legitimate Name or Location', 'T1041: Exfiltration Over C2 Channel', 'T1053.005: Scheduled Task', 'T1057: Process Discovery', 'T1059.003: Windows Command Shell', 'T1059.005: Visual Basic', 'T1070.008: Clear Mailbox Data', 'T1071.001: Web Protocols', 'T1071.003: Mail Protocols', 'T1071.004: DNS', 'T1106: Native API', 'T1140: Deobfuscate/Decode Files or Information', 'T1562.001: Disable or Modify Tools', 'T1574.002: DLL Side-Loading'"
4.4e-323,What attack techniques are used by software 'S0531: Grandoreiro'?,"The attack techniques used by software 'S0531: Grandoreiro' are: 'T1010: Application Window Discovery', 'T1016: System Network Configuration Discovery', 'T1027.001: Binary Padding', 'T1027.011: Fileless Storage', 'T1027.013: Encrypted/Encoded File', 'T1033: System Owner/User Discovery', 'T1036.005: Match Legitimate Name or Location', 'T1041: Exfiltration Over C2 Channel', 'T1056.001: Keylogging', 'T1057: Process Discovery', 'T1059.005: Visual Basic', 'T1070.004: File Deletion', 'T1071.001: Web Protocols', 'T1082: System Information Discovery', 'T1087.003: Email Account', 'T1102.001: Dead Drop Resolver', 'T1102.002: Bidirectional Communication', 'T1105: Ingress Tool Transfer', 'T1106: Native API', 'T1112: Modify Registry', 'T1115: Clipboard Data', 'T1124: System Time Discovery', 'T1140: Deobfuscate/Decode Files or Information', 'T1176: Browser Extensions', 'T1185: Browser Session Hijacking', 'T1189: Drive-by Compromise', 'T1204.001: Malicious Link', 'T1204.002: Malicious File', 'T1218.007: Msiexec', 'T1222.001: Windows File and Directory Permissions Modification', 'T1497.001: System Checks', 'T1518.001: Security Software Discovery', 'T1539: Steal Web Session Cookie', 'T1547.001: Registry Run Keys / Startup Folder', 'T1547.009: Shortcut Modification', 'T1548.002: Bypass User Account Control', 'T1555.003: Credentials from Web Browsers', 'T1562.001: Disable or Modify Tools', 'T1562.004: Disable or Modify System Firewall', 'T1566.002: Spearphishing Link', 'T1568.002: Domain Generation Algorithms', 'T1573.002: Asymmetric Cryptography'"
5e-323,What attack techniques are used by software 'S0237: GravityRAT'?,"The attack techniques used by software 'S0237: GravityRAT' are: 'T1005: Data from Local System', 'T1007: System Service Discovery', 'T1016: System Network Configuration Discovery', 'T1025: Data from Removable Media', 'T1027.005: Indicator Removal from Tools', 'T1027.013: Encrypted/Encoded File', 'T1033: System Owner/User Discovery', 'T1047: Windows Management Instrumentation', 'T1049: System Network Connections Discovery', 'T1053.005: Scheduled Task', 'T1057: Process Discovery', 'T1059.003: Windows Command Shell', 'T1071.001: Web Protocols', 'T1082: System Information Discovery', 'T1083: File and Directory Discovery', 'T1124: System Time Discovery', 'T1497.001: System Checks', 'T1559.002: Dynamic Data Exchange', 'T1571: Non-Standard Port'"
5e-323,What attack techniques are used by software 'S0690: Green Lambert'?,"The attack techniques used by software 'S0690: Green Lambert' are: 'T1005: Data from Local System', 'T1016: System Network Configuration Discovery', 'T1027: Obfuscated Files or Information', 'T1036.004: Masquerade Task or Service', 'T1036.005: Match Legitimate Name or Location', 'T1037.004: RC Scripts', 'T1059.004: Unix Shell', 'T1070.004: File Deletion', 'T1071.004: DNS', 'T1082: System Information Discovery', 'T1090: Proxy', 'T1124: System Time Discovery', 'T1140: Deobfuscate/Decode Files or Information', 'T1543.001: Launch Agent', 'T1543.004: Launch Daemon', 'T1546.004: Unix Shell Configuration Modification', 'T1547.015: Login Items', 'T1555.001: Keychain'"
