,question,answer
4.4e-323,How can data component 'Application Log Content' be used to detect attack technique 'T1594: Search Victim-Owned Websites'?,"Data component 'Application Log Content' can be used to detect attack technique 'T1594: Search Victim-Owned Websites' by monitoring for suspicious network traffic, such as rapid successions of requests indicative of web crawling, and analyzing web metadata to reveal artifacts that can be attributed to potentially malicious activity."
4.4e-323,How can data component 'Application Log Content' be used to detect attack technique 'T1505: Server Software Component'?,"Monitor application logs for abnormal behavior that may indicate suspicious installation of application software components, and log authentication attempts to the server and any unusual traffic patterns to or from the server and internal network."
4.4e-323,How can data component 'Application Log Content' be used to detect attack technique 'T1213.002: Sharepoint'?,"Monitor application logging, messaging, and other artifacts that may leverage the SharePoint repository as a source to mine valuable information, and closely monitor access to Microsoft SharePoint repositories performed by privileged users, as these types of accounts should generally not be used to access information repositories."
4.4e-323,How can data component 'Application Log Content' be used to detect attack technique 'T1072: Software Deployment Tools'?,Ensure that third-party application logs are on-boarded to the enterprise logging system and the logs are regularly reviewed. Audit software deployment logs and look for suspicious or unauthorized activity.
4.4e-323,How can data component 'Application Log Content' be used to detect attack technique 'T1598.002: Spearphishing Attachment'?,The data component 'Application Log Content' can be used to detect attack technique 'T1598.002: Spearphishing Attachment' by monitoring for numerous accounts receiving messages from a single unusual/unknown sender.
4.4e-323,How can data component 'Application Log Content' be used to detect attack technique 'T1598.003: Spearphishing Link'?,"The data component can be used to detect the attack technique by monitoring for suspicious email activity, such as numerous accounts receiving messages from a single unusual/unknown sender, and filtering based on DKIM+SPF or header analysis to detect spoofed email senders. Additionally, it can be used to monitor for references to uncategorized or known-bad sites and inspect URLs within email to detect links leading to known malicious sites."
4.4e-323,How can data component 'Application Log Content' be used to detect attack technique 'T1598.001: Spearphishing Service'?,"Monitor social media traffic for suspicious activity, including messages requesting information as well as abnormal file or data transfers, especially those involving unknown or otherwise suspicious accounts."
5e-323,How can data component 'Application Log Content' be used to detect attack technique 'T1598.004: Spearphishing Voice'?,"Monitor call logs from corporate devices to identify patterns of potential voice phishing, such as calls to/from known malicious phone numbers."
4.4e-323,How can data component 'Application Log Content' be used to detect attack technique 'T1566.004: Spearphishing Voice'?,"Monitor call logs from corporate devices to identify patterns of potential voice phishing, such as calls to/from known malicious phone numbers, and correlate these records with system events."
4.4e-323,How can data component 'Application Log Content' be used to detect attack technique 'T1537: Transfer Data to Cloud Account'?,"The Application Log Content can be used to detect instances of data being shared inappropriately by monitoring logs for SaaS applications, such as Microsoft 365 and Google Workspace, for events like file sharing, sharing invitations, and visibility changes."
5e-323,How can data component 'Application Log Content' be used to detect attack technique 'T1505.002: Transport Agent'?,"Monitor application logs for abnormal behavior that may indicate suspicious installation of application software components, which can help detect the abuse of Microsoft transport agents to establish persistent access to systems."
5e-323,How can data component 'Application Log Content' be used to detect attack technique 'T1199: Trusted Relationship'?,"Configuration management databases (CMDB) and other asset management systems can be used to monitor logs for unexpected actions taken by any delegated administrator accounts, which may indicate a potential 'T1199: Trusted Relationship' attack."
4.4e-323,How can data component 'Application Log Content' be used to detect attack technique 'T1552: Unsecured Credentials'?,"Monitor application logs for activity that may highlight malicious attempts to access application data, especially abnormal search activity targeting passwords and other artifacts related to credentials."
4.4e-323,How can data component 'Application Log Content' be used to detect attack technique 'T1550: Use Alternate Authentication Material'?,"Monitor for third-party application logging, messaging, and/or other artifacts that may use alternate authentication material, such as password hashes, Kerberos tickets, and application access tokens, in order to move laterally within an environment and bypass normal system access controls."
4.4e-323,How can data component 'Application Log Content' be used to detect attack technique 'T1204: User Execution'?,"The data component 'Application Log Content' can be used to detect attack technique 'T1204: User Execution' by monitoring for third-party application logging, messaging, and/or other artifacts that may rely upon specific actions by a user in order to gain execution."
4.4e-323,How can data component 'Application Log Content' be used to detect attack technique 'T1550.004: Web Session Cookie'?,"Monitor for third-party application logging, messaging, and/or other service artifacts that provide context of user authentication to web applications, including cloud-based services, and combine this information with web credentials usage events to identify authentication events that do not fit the organization baseline."
4.4e-323,How can data component 'Application Log Content' be used to detect attack technique 'T1505.003: Web Shell'?,"Monitor for third-party application logging, messaging, and/or other artifacts that may backdoor web servers with web shells to establish persistent access to systems."
4.4e-323,How can data component 'Certificate Registration' be used to detect attack technique 'T1588.004: Digital Certificates'?,The data component 'Certificate Registration' can be used to detect attack technique 'T1588.004: Digital Certificates' by tracking newly issued certificates and pivoting on known pieces of certificate information to uncover other adversary infrastructure.
4.4e-323,How can data component 'Cloud Service Disable' be used to detect attack technique 'T1562.008: Disable or Modify Cloud Logs'?,"The 'Cloud Service Disable' data component can be used to detect the 'T1562.008: Disable or Modify Cloud Logs' attack technique by monitoring logs for API calls to disable logging, such as 'StopLogging', 'UpdateTrail', 'DeleteTrail' in AWS, 'google.logging.v2.ConfigServiceV2.UpdateSink' and 'google.logging.v2.ConfigServiceV2.DeleteSink' in GCP, and 'az monitor diagnostic-settings update' and 'az monitor diagnostic-settings delete' in Azure."
4.4e-323,How can data component 'Cloud Service Disable' be used to detect attack technique 'T1562: Impair Defenses'?,"The 'Cloud Service Disable' data component can be used to detect the 'T1562: Impair Defenses' attack technique by monitoring logs for API calls to disable logging, such as 'StopLogging' and 'DeleteTrail' in AWS, 'google.logging.v2.ConfigServiceV2.UpdateSink' in GCP, and 'az monitor diagnostic-settings delete' in Azure."
4.4e-323,How can data component 'Cloud Service Enumeration' be used to detect attack technique 'T1555.006: Cloud Secrets Management Stores'?,Cloud Service Enumeration can be used to detect the Cloud Secrets Management Stores attack technique by monitoring API calls and CLI commands that attempt to enumerate and fetch credential material from the secrets manager.
4.4e-323,How can data component 'Cloud Service Enumeration' be used to detect attack technique 'T1526: Cloud Service Discovery'?,Data component 'Cloud Service Enumeration' can be used to detect attack technique 'T1526: Cloud Service Discovery' by monitoring cloud service usage for anomalous behavior that may indicate an adversarial presence within the environment.
4.4e-323,How can data component 'Cloud Service Enumeration' be used to detect attack technique 'T1555: Credentials from Password Stores'?,"Monitor API calls and CLI commands that attempt to enumerate and fetch credential material from cloud secrets managers, such as 'get-secret-value' in AWS, 'gcloud secrets describe' in GCP, and 'az key vault secret show' in Azure. Alert on any suspicious usages of these commands, such as an account or service generating an unusually high number of secret requests."
4.4e-323,How can data component 'Cloud Service Enumeration' be used to detect attack technique 'T1046: Network Service Discovery'?,Cloud Service Enumeration can be used to detect attack technique 'T1046: Network Service Discovery' by monitoring cloud service usage for anomalous behavior that may indicate an adversarial presence within the environment.
4.4e-323,How can data component 'Cloud Service Modification' be used to detect attack technique 'T1556.009: Conditional Access Policies'?,Monitor for changes made to conditional access policies used by SaaS identity providers and internal IaaS identity and access management systems.
4.4e-323,How can data component 'Cloud Service Modification' be used to detect attack technique 'T1556: Modify Authentication Process'?,Monitor for changes made to conditional access policies used by SaaS identity providers and internal IaaS identity and access management systems.
4.4e-323,How can data component 'Cloud Storage Access' be used to detect attack technique 'T1619: Cloud Storage Object Discovery'?,"Monitor for unusual queries to the cloud provider's storage service, as activity originating from unexpected sources may indicate improper permissions are set, allowing access to data."
